amount,risk_score,risk_grade,risk_reasons
4379856,5.256497067596236,Low,['No strong anomaly indicator']
7647143,6.027934932953727,Low,['Low bidder competition']
7371277,6.045459404323168,Low,['Low bidder competition']
7622640,6.027934932953727,Low,['Low bidder competition']
31202200,12.126446343143343,Low,['No strong anomaly indicator']
8728998,5.3267007590289595,Low,['No strong anomaly indicator']
4425967,5.548275796468872,Low,['No strong anomaly indicator']
20143451,9.283615145258608,Low,['No strong anomaly indicator']
6466098,5.176561930081185,Low,['No strong anomaly indicator']
16351884,10.336902622566512,Low,['No strong anomaly indicator']
9582306,9.07767641872443,Low,['Low bidder competition']
11196218,14.946750010885637,Low,['No strong anomaly indicator']
12036845,15.234812531650093,Low,['No strong anomaly indicator']
14230470,10.353511726944838,Low,['No strong anomaly indicator']
13224237,9.523285365856786,Low,['No strong anomaly indicator']
23981082,10.125958852531767,Low,['No strong anomaly indicator']
4479370,18.913305429046645,Low,['No strong anomaly indicator']
27000000,20.21357741294071,Low,['Low bidder competition']
3167929,6.310370695833782,Low,['No strong anomaly indicator']
4564935,5.5577673537881935,Low,['No strong anomaly indicator']
27884722,11.154478939273332,Low,['No strong anomaly indicator']
3153336,9.465229489974085,Low,['Low bidder competition']
57000355,21.759976810108252,Low,['Unusually high contract value']
6169875,16.88701423737453,Low,['No strong anomaly indicator']
280000000,39.93260376463534,Low,"['Low bidder competition', 'Unusually high contract value']"
0,19.93765150332107,Low,['Low bidder competition']
10500000,11.580036754237483,Low,['Low bidder competition']
0,17.037338361781842,Low,['No strong anomaly indicator']
53670389,19.004402732138242,Low,['Unusually high contract value']
0,11.329480199005818,Low,['No strong anomaly indicator']
62784,8.266846657527886,Low,['No strong anomaly indicator']
377936,8.962137368980244,Low,['No strong anomaly indicator']
33719687,13.211709496354377,Low,['No strong anomaly indicator']
10805998,1.3472103807406413,Low,['No strong anomaly indicator']
9499963,0.19508152861274652,Low,['No strong anomaly indicator']
8580000,0.06766527973312719,Low,['No strong anomaly indicator']
5039060,0.8211769131787463,Low,['No strong anomaly indicator']
8039073,0.0,Low,['No strong anomaly indicator']
29600000,58.41964239528657,Medium,['No strong anomaly indicator']
5000000,28.738064079030046,Low,['No strong anomaly indicator']
0,24.310659864439167,Low,['No strong anomaly indicator']
19832569,4.922344669530695,Low,['No strong anomaly indicator']
862000,4.6551278171391814,Low,['Low bidder competition']
9989956,0.30090018107193117,Low,['No strong anomaly indicator']
9987955,0.30090018107193117,Low,['No strong anomaly indicator']
9979871,0.30090018107193117,Low,['No strong anomaly indicator']
9988401,0.30090018107193117,Low,['No strong anomaly indicator']
9983915,0.30090018107193117,Low,['No strong anomaly indicator']
9984626,0.30090018107193117,Low,['No strong anomaly indicator']
5707834,17.29854046023811,Low,['No strong anomaly indicator']
9749400,0.3466981943638814,Low,['No strong anomaly indicator']
9479495,0.19508152861274652,Low,['No strong anomaly indicator']
7724966,0.09030599401273065,Low,['No strong anomaly indicator']
20000000,32.07572591303709,Low,['No strong anomaly indicator']
5479662,19.249213213085955,Low,['Low bidder competition']
5353646,19.051256474901134,Low,['Low bidder competition']
7294717,17.883837335232634,Low,['Low bidder competition']
7912813,17.767504586455416,Low,['Low bidder competition']
6054357,18.75198017879512,Low,['Low bidder competition']
7469969,0.2296658183506466,Low,['No strong anomaly indicator']
8264778,0.26677175173912815,Low,['No strong anomaly indicator']
9549715,0.11618899759545798,Low,['No strong anomaly indicator']
9995142,0.2717896246696796,Low,['No strong anomaly indicator']
9798136,0.32072746259537865,Low,['No strong anomaly indicator']
2499875,4.426659134829578,Low,['No strong anomaly indicator']
2499874,4.426659134829578,Low,['No strong anomaly indicator']
4901600,0.682675410520325,Low,['No strong anomaly indicator']
19899377,10.700212488062483,Low,['No strong anomaly indicator']
9883555,0.24691874726643448,Low,['No strong anomaly indicator']
8993218,18.647916940462206,Low,['Low bidder competition']
14683874,6.726153236554879,Low,['No strong anomaly indicator']
9514680,0.11618899759545798,Low,['No strong anomaly indicator']
12462406,2.8552321077957714,Low,['No strong anomaly indicator']
2305021,4.190241699774198,Low,['Low bidder competition']
2229944,2.363426619562034,Low,['No strong anomaly indicator']
1956951,2.4386569973305185,Low,['No strong anomaly indicator']
2112516,2.363426619562034,Low,['No strong anomaly indicator']
2377530,2.312146508863343,Low,['No strong anomaly indicator']
2219908,2.6055625969939555,Low,['No strong anomaly indicator']
2379689,4.13789860224923,Low,['Low bidder competition']
2241594,2.6055625969939555,Low,['No strong anomaly indicator']
2481717,3.9920231516655704,Low,['Low bidder competition']
3500000,2.5522995123616,Low,['No strong anomaly indicator']
9614693,16.104036102544935,Low,['Low bidder competition']
4914000,2.122570143189435,Low,['No strong anomaly indicator']
3488000,1.9260716557033035,Low,['No strong anomaly indicator']
20722000,3.7578455866838425,Low,['No strong anomaly indicator']
87366222,35.10109847408897,Low,['Unusually high contract value']
87218794,35.10109847408897,Low,['Unusually high contract value']
87344232,35.10109847408897,Low,['Unusually high contract value']
87167237,35.141993540553884,Low,['Unusually high contract value']
2980354,4.432773202303835,Low,['No strong anomaly indicator']
3960361,4.310306990088911,Low,['No strong anomaly indicator']
3465801,4.7213984938278415,Low,['No strong anomaly indicator']
2971504,4.432773202303835,Low,['No strong anomaly indicator']
2997286,4.432773202303835,Low,['No strong anomaly indicator']
2474800,4.398271266301755,Low,['No strong anomaly indicator']
3972326,4.310306990088911,Low,['No strong anomaly indicator']
2473348,4.398271266301755,Low,['No strong anomaly indicator']
4983146,4.1333978242734375,Low,['No strong anomaly indicator']
0,3.3646872362331024,Low,['No strong anomaly indicator']
2997286,4.432773202303835,Low,['No strong anomaly indicator']
158579000,37.763194394211965,Low,"['Low bidder competition', 'Unusually high contract value']"
2583000,2.9207676315771565,Low,['No strong anomaly indicator']
98836000,31.26429771940287,Low,"['Low bidder competition', 'Unusually high contract value']"
0,27.655442666298484,Low,['No strong anomaly indicator']
0,31.41981246225285,Low,['No strong anomaly indicator']
0,29.899258357711602,Low,['No strong anomaly indicator']
0,27.655442666298484,Low,['No strong anomaly indicator']
0,27.655442666298484,Low,['No strong anomaly indicator']
2533749,20.201365727922084,Low,['No strong anomaly indicator']
17152000,4.05744402305541,Low,['No strong anomaly indicator']
11511000,3.4833963589812527,Low,['No strong anomaly indicator']
13300400,10.512695494322266,Low,['Low bidder competition']
8977763,3.294487157077924,Low,['No strong anomaly indicator']
7500000,3.4519385897687016,Low,['No strong anomaly indicator']
95000000,44.401352434759666,Medium,['Unusually high contract value']
95000000,46.59978455595071,Medium,['Unusually high contract value']
95000000,50.331399097292774,Medium,"['Low bidder competition', 'Unusually high contract value']"
95000000,47.47653681749229,Medium,['Unusually high contract value']
95000000,47.47653681749229,Medium,['Unusually high contract value']
3500000,3.363913036092711,Low,['No strong anomaly indicator']
3500000,3.363913036092711,Low,['No strong anomaly indicator']
3500000,2.481052894024444,Low,['No strong anomaly indicator']
3500000,2.481052894024444,Low,['No strong anomaly indicator']
3500000,2.481052894024444,Low,['No strong anomaly indicator']
3500000,3.363913036092711,Low,['No strong anomaly indicator']
2228683,5.734436994329151,Low,['No strong anomaly indicator']
8877796,18.79048215415072,Low,['Low bidder competition']
4301993,1.8114921264055113,Low,['No strong anomaly indicator']
9199416,0.11072061552464874,Low,['No strong anomaly indicator']
6147918,0.10363113730662832,Low,['No strong anomaly indicator']
0,14.63698647698866,Low,['Low bidder competition']
7396400,16.63441968931926,Low,['No strong anomaly indicator']
7396400,22.171037998119186,Low,['Low bidder competition']
7396400,17.381231034252533,Low,['No strong anomaly indicator']
7396400,18.870100164748358,Low,['No strong anomaly indicator']
7396400,18.870100164748358,Low,['No strong anomaly indicator']
7396400,16.63441968931926,Low,['No strong anomaly indicator']
7396400,16.63441968931926,Low,['No strong anomaly indicator']
7396400,17.499106066456445,Low,['No strong anomaly indicator']
7396400,22.171037998119186,Low,['Low bidder competition']
7396400,22.171037998119186,Low,['Low bidder competition']
7396400,22.171037998119186,Low,['Low bidder competition']
0,24.457765673635315,Low,['No strong anomaly indicator']
0,23.7132170173009,Low,['No strong anomaly indicator']
0,24.457765673635315,Low,['No strong anomaly indicator']
0,23.7132170173009,Low,['No strong anomaly indicator']
0,24.48413823786926,Low,['No strong anomaly indicator']
7396400,22.171037998119186,Low,['Low bidder competition']
7396400,18.30644413519383,Low,['Low bidder competition']
7396400,18.30644413519383,Low,['Low bidder competition']
7396400,17.381231034252533,Low,['No strong anomaly indicator']
7396400,18.30644413519383,Low,['Low bidder competition']
7396400,18.30644413519383,Low,['Low bidder competition']
7396400,18.30644413519383,Low,['Low bidder competition']
7396400,22.171037998119186,Low,['Low bidder competition']
95000000,44.401352434759666,Medium,['Unusually high contract value']
95000000,44.401352434759666,Medium,['Unusually high contract value']
95000000,44.34881004139605,Medium,['Unusually high contract value']
130980111,19.982535800047653,Low,['Unusually high contract value']
15340094,6.25820155030587,Low,['Low bidder competition']
3000000,17.040326497485676,Low,['No strong anomaly indicator']
10000000,51.57673390425954,Medium,['No strong anomaly indicator']
15000000,51.91968358224792,Medium,['No strong anomaly indicator']
10000000,51.57673390425954,Medium,['No strong anomaly indicator']
11916800,13.787421825851009,Low,['No strong anomaly indicator']
17500000,18.95367601158639,Low,['No strong anomaly indicator']
3435000,1.7628408602812584,Low,['No strong anomaly indicator']
18964000,0.9358207527885511,Low,['No strong anomaly indicator']
16600000,0.9710046585059047,Low,['No strong anomaly indicator']
15000000,0.9744321010537078,Low,['No strong anomaly indicator']
6646000,1.2385340068505215,Low,['No strong anomaly indicator']
8999000,0.7532318470233434,Low,['No strong anomaly indicator']
8297000,0.7204444201717237,Low,['No strong anomaly indicator']
4545400,2.6100898565483135,Low,['No strong anomaly indicator']
3167100,5.0504470999772195,Low,['Low bidder competition']
3343700,5.2295351883906065,Low,['Low bidder competition']
4965528,0.6858602589439329,Low,['No strong anomaly indicator']
8243156,0.08424849755947861,Low,['No strong anomaly indicator']
10520464,21.0604294551198,Low,['Low bidder competition']
12448249,23.305622271067264,Low,['Low bidder competition']
21053900,11.282863965751357,Low,['No strong anomaly indicator']
10373470,0.6634853347704137,Low,['No strong anomaly indicator']
0,4.510799855531118,Low,['No strong anomaly indicator']
1933983,6.757652924869269,Low,['No strong anomaly indicator']
2499630,4.426659134829578,Low,['No strong anomaly indicator']
0,13.327179825658504,Low,['Low bidder competition']
16655325,4.1756644479561515,Low,['No strong anomaly indicator']
16655325,4.5757212269975795,Low,['Low bidder competition']
86675981,14.990262360853517,Low,['Unusually high contract value']
10178835,3.3040390307650966,Low,['No strong anomaly indicator']
2547015,10.605396225297781,Low,['No strong anomaly indicator']
50500000,11.157274872213861,Low,"['Low bidder competition', 'Unusually high contract value']"
194589065,28.124365552002605,Low,['Unusually high contract value']
79067055,13.065724193198118,Low,['Unusually high contract value']
13573289,6.44483427356046,Low,['Low bidder competition']
1268900000,71.15353643619113,High,['Unusually high contract value']
0,26.776373588119043,Low,['No strong anomaly indicator']
4567468,42.45692789521586,Medium,['No strong anomaly indicator']
6699538,0.519885182971116,Low,['No strong anomaly indicator']
4993447,17.462354703896,Low,['No strong anomaly indicator']
4963648,0.6858602589439329,Low,['No strong anomaly indicator']
9927295,19.632358232371743,Low,['Low bidder competition']
4993447,0.6858602589439329,Low,['No strong anomaly indicator']
4963648,0.6858602589439329,Low,['No strong anomaly indicator']
4993447,15.176407718539178,Low,['Low bidder competition']
8449657,18.285028420661597,Low,['Low bidder competition']
8979813,18.647916940462206,Low,['Low bidder competition']
9799683,0.32072746259537865,Low,['No strong anomaly indicator']
9210893,0.11072061552464874,Low,['No strong anomaly indicator']
4339549,1.6958796904200213,Low,['No strong anomaly indicator']
5399863,0.6295989833841915,Low,['No strong anomaly indicator']
4349946,1.6958796904200213,Low,['No strong anomaly indicator']
9981701,0.30090018107193117,Low,['No strong anomaly indicator']
6015679,0.11470390068241443,Low,['No strong anomaly indicator']
11142414,1.729601511224189,Low,['No strong anomaly indicator']
10897136,1.3472103807406413,Low,['No strong anomaly indicator']
9239985,0.11072061552464874,Low,['No strong anomaly indicator']
8247993,0.23767273879835216,Low,['No strong anomaly indicator']
4992773,0.6858602589439329,Low,['No strong anomaly indicator']
9368263,0.3239191833542847,Low,['No strong anomaly indicator']
8439337,0.24426911225521764,Low,['No strong anomaly indicator']
9999119,0.2717896246696796,Low,['No strong anomaly indicator']
9998231,0.2717896246696796,Low,['No strong anomaly indicator']
9287651,0.11072061552464874,Low,['No strong anomaly indicator']
9996119,0.2717896246696796,Low,['No strong anomaly indicator']
9994709,0.2717896246696796,Low,['No strong anomaly indicator']
9987256,0.30090018107193117,Low,['No strong anomaly indicator']
8687934,0.027127233421808228,Low,['No strong anomaly indicator']
7934663,0.0,Low,['No strong anomaly indicator']
3695060,2.7582397115129282,Low,['No strong anomaly indicator']
57050000,16.268339187302757,Low,"['Low bidder competition', 'Unusually high contract value']"
5607020,6.097992349737865,Low,['No strong anomaly indicator']
3437500,3.480083099912541,Low,['No strong anomaly indicator']
20366500,16.81955791081496,Low,['No strong anomaly indicator']
15614600,19.842144625377653,Low,['No strong anomaly indicator']
14331500,21.202652121762412,Low,['No strong anomaly indicator']
24716000,7.134278161415246,Low,['No strong anomaly indicator']
24717700,9.018562512211226,Low,['No strong anomaly indicator']
20000000,16.175274854202133,Low,['No strong anomaly indicator']
5197000,11.066670516237387,Low,['No strong anomaly indicator']
9088000,10.312032252875696,Low,['No strong anomaly indicator']
7518000,3.8830225485248064,Low,['No strong anomaly indicator']
19111000,5.856255916439871,Low,['No strong anomaly indicator']
20000000,16.175274854202133,Low,['No strong anomaly indicator']
9980000,3.6705009617391653,Low,['No strong anomaly indicator']
9999000,5.760149031915354,Low,['No strong anomaly indicator']
5890000,13.190247613843162,Low,['No strong anomaly indicator']
20000000,3.8120680635948787,Low,['No strong anomaly indicator']
20000000,7.697343381760263,Low,['No strong anomaly indicator']
20000000,0.9358207527885511,Low,['No strong anomaly indicator']
20000000,0.9358207527885511,Low,['No strong anomaly indicator']
14508000,3.740638702672335,Low,['Low bidder competition']
13951000,1.7640542015174319,Low,['No strong anomaly indicator']
23769000,4.302436606127621,Low,['Low bidder competition']
23257000,4.2330518034588,Low,['Low bidder competition']
27333000,4.831805058063658,Low,['Low bidder competition']
51819000,7.056281629519098,Low,['Unusually high contract value']
34367000,3.5858024345763155,Low,['No strong anomaly indicator']
37300000,3.2097291280966687,Low,['No strong anomaly indicator']
31252000,2.785236433973971,Low,['No strong anomaly indicator']
29666000,3.0992430248094394,Low,['No strong anomaly indicator']
23172600,2.662400472801245,Low,['No strong anomaly indicator']
22956700,11.556625811306997,Low,['No strong anomaly indicator']
17952300,3.546451739977293,Low,['No strong anomaly indicator']
20000000,2.065946534933218,Low,['No strong anomaly indicator']
14863000,3.7748782032845725,Low,['No strong anomaly indicator']
25960000,1.8263862009760743,Low,['No strong anomaly indicator']
11324000,2.1160147149381245,Low,['No strong anomaly indicator']
15728000,3.6271978474515194,Low,['Low bidder competition']
19820000,3.6723815445202987,Low,['Low bidder competition']
18639000,3.5822552787304787,Low,['Low bidder competition']
31000000,2.785236433973971,Low,['No strong anomaly indicator']
13500000,2.279520435775858,Low,['No strong anomaly indicator']
35000000,3.008953705564565,Low,['No strong anomaly indicator']
6500000,1.2679716615867989,Low,['No strong anomaly indicator']
34996000,3.008953705564565,Low,['No strong anomaly indicator']
30000000,5.354098255992291,Low,['Low bidder competition']
20000000,3.6723815445202987,Low,['Low bidder competition']
58100000,8.195746276039856,Low,['Unusually high contract value']
15868300,0.9710046585059047,Low,['No strong anomaly indicator']
20000000,0.9358207527885511,Low,['No strong anomaly indicator']
20000000,3.8120680635948787,Low,['No strong anomaly indicator']
11683000,20.1743694131957,Low,['No strong anomaly indicator']
20000000,7.697343381760263,Low,['No strong anomaly indicator']
15000000,2.1485910357038875,Low,['No strong anomaly indicator']
14300000,5.874243114003789,Low,['No strong anomaly indicator']
17077000,5.765458462203817,Low,['No strong anomaly indicator']
17732000,1.8843277788283714,Low,['No strong anomaly indicator']
14395000,5.874243114003789,Low,['No strong anomaly indicator']
19971000,2.065946534933218,Low,['No strong anomaly indicator']
13353000,7.610495669546538,Low,['No strong anomaly indicator']
29980000,3.1037252671641795,Low,['No strong anomaly indicator']
64350000,12.955155945253178,Low,['Unusually high contract value']
46131000,4.884761223686006,Low,['Unusually high contract value']
30402000,9.68922872010252,Low,['No strong anomaly indicator']
37739000,6.364914954639943,Low,['No strong anomaly indicator']
20000000,2.065946534933218,Low,['No strong anomaly indicator']
33075000,4.147957014168107,Low,['No strong anomaly indicator']
26822000,2.6217158239149683,Low,['No strong anomaly indicator']
19628000,1.6115040769699576,Low,['No strong anomaly indicator']
6999555,18.459043989951876,Low,['Low bidder competition']
7998920,17.684317722170285,Low,['Low bidder competition']
3999983,21.01942529212125,Low,['Low bidder competition']
6496407,19.026419056067972,Low,['Low bidder competition']
4940991,0.750441125412884,Low,['No strong anomaly indicator']
4976132,0.6858602589439329,Low,['No strong anomaly indicator']
5665980,18.93919894056629,Low,['Low bidder competition']
4967975,19.538377720175202,Low,['Low bidder competition']
3960005,2.430778615194228,Low,['No strong anomaly indicator']
2271093,5.112909939435383,Low,['No strong anomaly indicator']
2073914,6.257914746114977,Low,['No strong anomaly indicator']
9537310,0.11618899759545798,Low,['No strong anomaly indicator']
7843567,17.395610793147096,Low,['No strong anomaly indicator']
6254963,0.46569875337820577,Low,['No strong anomaly indicator']
2499620,4.426659134829578,Low,['No strong anomaly indicator']
2499876,4.426659134829578,Low,['No strong anomaly indicator']
10000000,29.0895569489825,Low,['No strong anomaly indicator']
3959900,3.158553684637546,Low,['No strong anomaly indicator']
2264396,3.3568811907775924,Low,['No strong anomaly indicator']
10000000,29.0895569489825,Low,['No strong anomaly indicator']
3000000,30.010946060124706,Low,['No strong anomaly indicator']
9986912,17.84298451520297,Low,['No strong anomaly indicator']
9826149,17.772908528642834,Low,['No strong anomaly indicator']
9488379,17.901410579364846,Low,['No strong anomaly indicator']
8963239,17.510862070356644,Low,['No strong anomaly indicator']
9886289,17.807940595366276,Low,['No strong anomaly indicator']
9421442,17.866346897733223,Low,['No strong anomaly indicator']
8298075,17.395077994452144,Low,['No strong anomaly indicator']
8199684,17.253115211968904,Low,['No strong anomaly indicator']
5998486,17.034860979460266,Low,['No strong anomaly indicator']
6282729,0.4596490752597262,Low,['No strong anomaly indicator']
5766925,0.4381688972137141,Low,['No strong anomaly indicator']
7568620,17.785982540162948,Low,['Low bidder competition']
7461598,17.933474809235825,Low,['Low bidder competition']
7714836,17.75723038079465,Low,['Low bidder competition']
17237627,9.204637760744454,Low,['No strong anomaly indicator']
6820836,0.6249993797673099,Low,['No strong anomaly indicator']
8599765,17.39813978084829,Low,['No strong anomaly indicator']
9100000,17.58076069987728,Low,['No strong anomaly indicator']
20000000,3.6723815445202987,Low,['Low bidder competition']
491700000,48.89044291185807,Medium,['Unusually high contract value']
100258000,13.687085752653772,Low,['Unusually high contract value']
317209000,35.92090352624972,Low,['Unusually high contract value']
14254000,2.1485910357038875,Low,['No strong anomaly indicator']
30000000,2.463798562038768,Low,['No strong anomaly indicator']
403754582,44.26598054460003,Medium,['Unusually high contract value']
50000000,10.942555134720529,Low,['Unusually high contract value']
147297785,51.11610677212961,Medium,['Unusually high contract value']
19803960000,79.52075685568907,High,['Unusually high contract value']
6023950,0.11470390068241443,Low,['No strong anomaly indicator']
4415388,1.7254720882444659,Low,['No strong anomaly indicator']
7467695,0.2296658183506466,Low,['No strong anomaly indicator']
7267981,0.34422835005386787,Low,['No strong anomaly indicator']
7145552,0.4232279928878029,Low,['No strong anomaly indicator']
6321787,0.4596490752597262,Low,['No strong anomaly indicator']
6334663,0.4381500730693304,Low,['No strong anomaly indicator']
7170234,0.2932365436136095,Low,['No strong anomaly indicator']
7284406,0.34422835005386787,Low,['No strong anomaly indicator']
9989677,0.30090018107193117,Low,['No strong anomaly indicator']
9997079,0.2717896246696796,Low,['No strong anomaly indicator']
8993479,0.053566491952913964,Low,['No strong anomaly indicator']
5914852,17.01028945826217,Low,['No strong anomaly indicator']
6263375,17.207756562441222,Low,['No strong anomaly indicator']
7356833,0.24839539897875795,Low,['No strong anomaly indicator']
1994558,6.63436965888247,Low,['No strong anomaly indicator']
1991970,6.63436965888247,Low,['No strong anomaly indicator']
6582550,0.5432192471739228,Low,['No strong anomaly indicator']
3988346,2.4638918058474033,Low,['No strong anomaly indicator']
7750343,0.09030599401273065,Low,['No strong anomaly indicator']
19538934,10.470207418507925,Low,['No strong anomaly indicator']
9649340,19.557198005013426,Low,['Low bidder competition']
4944216,0.750441125412884,Low,['No strong anomaly indicator']
9261179,0.11072061552464874,Low,['No strong anomaly indicator']
3698138,16.491218231122293,Low,['Low bidder competition']
6987868,18.459043989951876,Low,['Low bidder competition']
9799892,0.32072746259537865,Low,['No strong anomaly indicator']
8849833,0.11244457192003665,Low,['No strong anomaly indicator']
4833186,15.095573455247944,Low,['Low bidder competition']
7893101,17.862346224808036,Low,['Low bidder competition']
8107507,17.649327469145902,Low,['Low bidder competition']
4937351,0.750441125412884,Low,['No strong anomaly indicator']
4952012,0.6858602589439329,Low,['No strong anomaly indicator']
29915603,12.03030165029487,Low,['No strong anomaly indicator']
49244469,24.569096009962436,Low,['Unusually high contract value']
2499997,4.426659134829578,Low,['No strong anomaly indicator']
4172412,2.0984444678280454,Low,['No strong anomaly indicator']
3961137,2.430778615194228,Low,['No strong anomaly indicator']
7426137,0.2296658183506466,Low,['No strong anomaly indicator']
6930677,0.5724438023456813,Low,['No strong anomaly indicator']
9789245,0.32072746259537865,Low,['No strong anomaly indicator']
4653609,1.2227567453086436,Low,['No strong anomaly indicator']
151338636,51.78897645560352,Medium,['Unusually high contract value']
2160000,18.79783661006599,Low,['Low bidder competition']
26116044,4.9883259487852385,Low,['No strong anomaly indicator']
7947670,5.384568929494591,Low,['No strong anomaly indicator']
8000,32.78363577766329,Low,['Low bidder competition']
19635000,4.37696238663969,Low,['No strong anomaly indicator']
19511300,4.553873437041844,Low,['No strong anomaly indicator']
9861000,4.799255599846795,Low,['No strong anomaly indicator']
19423700,4.37696238663969,Low,['No strong anomaly indicator']
16810000,4.261818013067511,Low,['No strong anomaly indicator']
4308945,2.5343182718292567,Low,['No strong anomaly indicator']
5026980,0.7823152465651475,Low,['No strong anomaly indicator']
5000000,10.224057616072074,Low,['No strong anomaly indicator']
19149400,4.880369975899995,Low,['No strong anomaly indicator']
56088481,12.05501690225858,Low,"['Low bidder competition', 'Unusually high contract value']"
40500000,29.88286471357341,Low,['Unusually high contract value']
0,21.3830278746437,Low,['No strong anomaly indicator']
64000000,45.602485149255784,Medium,['Unusually high contract value']
7722000,5.13880815072018,Low,['No strong anomaly indicator']
8728998,6.821226720883402,Low,['No strong anomaly indicator']
366638,9.080636654150936,Low,['No strong anomaly indicator']
8066911,6.476655800622076,Low,['No strong anomaly indicator']
7951296,7.028764185653088,Low,['No strong anomaly indicator']
27000000,11.064587766527112,Low,['No strong anomaly indicator']
1930000,6.42163071700913,Low,['No strong anomaly indicator']
731000,7.522980860385871,Low,['No strong anomaly indicator']
16351884,12.038991038220807,Low,['No strong anomaly indicator']
2665852,47.84641102767952,Medium,['No strong anomaly indicator']
2814569,35.694155890233525,Low,['No strong anomaly indicator']
363780,21.76441652442285,Low,['No strong anomaly indicator']
135920,10.049744972899482,Low,['No strong anomaly indicator']
1464926,35.943912683098496,Low,['No strong anomaly indicator']
9959763,27.324016543753864,Low,['No strong anomaly indicator']
14492790,10.706407573004185,Low,['Low bidder competition']
9335707,0.33607728634486733,Low,['No strong anomaly indicator']
9958000,0.3146552176104791,Low,['No strong anomaly indicator']
3599843,2.943496495315941,Low,['No strong anomaly indicator']
3189074,3.525439458904742,Low,['No strong anomaly indicator']
2584744,4.417365830562801,Low,['No strong anomaly indicator']
6329193,0.4381500730693304,Low,['No strong anomaly indicator']
6520946,0.5432192471739228,Low,['No strong anomaly indicator']
9989687,0.30090018107193117,Low,['No strong anomaly indicator']
6629810,0.5432192471739228,Low,['No strong anomaly indicator']
6724655,0.5848660069218639,Low,['No strong anomaly indicator']
6778212,0.5770487929182622,Low,['No strong anomaly indicator']
9792297,0.32072746259537865,Low,['No strong anomaly indicator']
8497250,0.24426911225521764,Low,['No strong anomaly indicator']
9988080,0.30090018107193117,Low,['No strong anomaly indicator']
5740626,0.4286610775666304,Low,['No strong anomaly indicator']
7920812,0.0,Low,['No strong anomaly indicator']
5849992,0.4381688972137141,Low,['No strong anomaly indicator']
4999998,0.6858602589439329,Low,['No strong anomaly indicator']
6982644,0.5724438023456813,Low,['No strong anomaly indicator']
6093751,0.10363113730662832,Low,['No strong anomaly indicator']
2574254,17.614913069256534,Low,['Low bidder competition']
2772041,17.871876923618355,Low,['Low bidder competition']
5815861,8.01959600098155,Low,['No strong anomaly indicator']
7307629,8.105263089286211,Low,['No strong anomaly indicator']
15229231,7.220052263958827,Low,['No strong anomaly indicator']
19832569,6.567138732545956,Low,['Low bidder competition']
4000000,17.091257119283522,Low,['No strong anomaly indicator']
4000000,8.11155052604282,Low,['No strong anomaly indicator']
4000000,10.024419984555784,Low,['No strong anomaly indicator']
4000000,8.925117960978184,Low,['No strong anomaly indicator']
4000000,12.362728860934197,Low,['No strong anomaly indicator']
4000000,9.475519234191417,Low,['Low bidder competition']
0,17.170830544885945,Low,['Low bidder competition']
13000000,4.244351363401535,Low,['No strong anomaly indicator']
4160000,2.0651714288953684,Low,['No strong anomaly indicator']
31134932,15.940529269700882,Low,['No strong anomaly indicator']
14999580,7.048406222057174,Low,['No strong anomaly indicator']
3948578,2.5265263217841323,Low,['No strong anomaly indicator']
9497877,0.19508152861274652,Low,['No strong anomaly indicator']
5946702,19.9144160766014,Low,['No strong anomaly indicator']
2888948,4.199530061565881,Low,['No strong anomaly indicator']
3301656,3.279978682443101,Low,['No strong anomaly indicator']
7176753,18.084118506707714,Low,['Low bidder competition']
5759412,18.87363254911069,Low,['Low bidder competition']
9629150,19.557198005013426,Low,['Low bidder competition']
4352833,1.6958796904200213,Low,['No strong anomaly indicator']
4467975,1.539716460438342,Low,['No strong anomaly indicator']
4944819,0.750441125412884,Low,['No strong anomaly indicator']
5265695,0.867551238173597,Low,['No strong anomaly indicator']
6539323,18.91598298113187,Low,['Low bidder competition']
9692492,0.315196889567936,Low,['No strong anomaly indicator']
3233214,3.2498604946150706,Low,['No strong anomaly indicator']
9489053,0.19508152861274652,Low,['No strong anomaly indicator']
4774421,1.071440438874518,Low,['No strong anomaly indicator']
5937026,0.27489612289759435,Low,['No strong anomaly indicator']
7999762,0.0,Low,['No strong anomaly indicator']
5039060,19.538377720175202,Low,['Low bidder competition']
8039073,17.649327469145902,Low,['Low bidder competition']
8382398,0.24426911225521764,Low,['No strong anomaly indicator']
5324215,0.7179659692345979,Low,['No strong anomaly indicator']
9897006,0.24691874726643448,Low,['No strong anomaly indicator']
4997762,0.6858602589439329,Low,['No strong anomaly indicator']
4997760,0.6858602589439329,Low,['No strong anomaly indicator']
3960866,2.430778615194228,Low,['No strong anomaly indicator']
9899494,0.24691874726643448,Low,['No strong anomaly indicator']
6849534,0.6249993797673099,Low,['No strong anomaly indicator']
9858604,0.24691874726643448,Low,['No strong anomaly indicator']
4071800,2.3446171771563655,Low,['No strong anomaly indicator']
4935930,0.8415372947768489,Low,['No strong anomaly indicator']
3107646,3.4561050801358277,Low,['No strong anomaly indicator']
3591189,2.943496495315941,Low,['No strong anomaly indicator']
2333193,5.082171788375476,Low,['No strong anomaly indicator']
9828935,0.24691874726643448,Low,['No strong anomaly indicator']
9197024,0.11072061552464874,Low,['No strong anomaly indicator']
5497068,0.6074669289224772,Low,['No strong anomaly indicator']
8594137,0.06766527973312719,Low,['No strong anomaly indicator']
